# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-07-31 17:35:50 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 414525074360601 Local number, Sv-535, Woodbourne NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 414525074360601
#            TS   parameter     statistic     Description
#        106190       72019     00003     Depth to water level, feet below land surface (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	106190_72019_00003	106190_72019_00003_cd
USGS	414525074360601	2012-02-24	9.23	A
USGS	414525074360601	2012-02-25	9.20	A
USGS	414525074360601	2012-02-26	9.18	A
USGS	414525074360601	2012-02-27	9.16	A
USGS	414525074360601	2012-02-28	9.15	A
USGS	414525074360601	2012-02-29	9.08	A
USGS	414525074360601	2012-03-01	9.05	A
USGS	414525074360601	2012-03-02	9.02	A
USGS	414525074360601	2012-03-03	8.95	A
USGS	414525074360601	2012-03-04	8.72	A
USGS	414525074360601	2012-03-05	8.53	A
USGS	414525074360601	2012-03-06	8.49	A
USGS	414525074360601	2012-03-07	8.47	A
USGS	414525074360601	2012-03-08	8.35	A
USGS	414525074360601	2012-03-09	8.20	A
USGS	414525074360601	2012-03-10	8.17	A
USGS	414525074360601	2012-03-11	8.25	A
USGS	414525074360601	2012-03-12	8.33	A
USGS	414525074360601	2012-03-13	8.42	A
USGS	414525074360601	2012-03-14	8.52	A
USGS	414525074360601	2012-03-15	8.62	A
USGS	414525074360601	2012-03-16	8.70	A
USGS	414525074360601	2012-03-17	8.78	A
USGS	414525074360601	2012-03-18	8.84	A
USGS	414525074360601	2012-03-19	8.91	A
USGS	414525074360601	2012-03-20	8.89	A
USGS	414525074360601	2012-03-21	8.88	A
USGS	414525074360601	2012-03-22	8.93	A
USGS	414525074360601	2012-03-23	8.98	A
USGS	414525074360601	2012-03-24	9.03	A
USGS	414525074360601	2012-03-25	9.08	A
USGS	414525074360601	2012-03-26	9.14	A
USGS	414525074360601	2012-03-27	9.21	A
USGS	414525074360601	2012-03-28	9.26	A
USGS	414525074360601	2012-03-29	9.31	A
USGS	414525074360601	2012-03-30	9.36	A
USGS	414525074360601	2012-03-31	9.40	A
USGS	414525074360601	2012-04-01	9.37	A
USGS	414525074360601	2012-04-02	9.30	A
USGS	414525074360601	2012-04-03	9.28	A
USGS	414525074360601	2012-04-04	9.32	A
USGS	414525074360601	2012-04-05	9.38	A
USGS	414525074360601	2012-04-06	9.43	A
USGS	414525074360601	2012-04-07	9.47	A
USGS	414525074360601	2012-04-08	9.51	A
USGS	414525074360601	2012-04-09	9.55	A
USGS	414525074360601	2012-04-10	9.61	A
USGS	414525074360601	2012-04-11	9.66	A
USGS	414525074360601	2012-04-12	9.71	A
USGS	414525074360601	2012-04-13	9.76	A
USGS	414525074360601	2012-04-14	9.81	A
USGS	414525074360601	2012-04-15	9.85	A
USGS	414525074360601	2012-04-16	9.89	A
USGS	414525074360601	2012-04-17	9.92	A
USGS	414525074360601	2012-04-18	9.96	A
USGS	414525074360601	2012-04-19	9.99	A
USGS	414525074360601	2012-04-20	10.03	A
USGS	414525074360601	2012-04-21	10.06	A
USGS	414525074360601	2012-04-22	10.02	A
USGS	414525074360601	2012-04-23	9.51	A
USGS	414525074360601	2012-04-24	8.90	A
USGS	414525074360601	2012-04-25	8.68	A
USGS	414525074360601	2012-04-26	8.69	A
USGS	414525074360601	2012-04-27	8.79	A
USGS	414525074360601	2012-04-28	8.89	A
USGS	414525074360601	2012-04-29	8.99	A
USGS	414525074360601	2012-04-30	9.08	A
USGS	414525074360601	2012-05-01	9.16	A
USGS	414525074360601	2012-05-02	9.20	A
USGS	414525074360601	2012-05-03	9.20	A
USGS	414525074360601	2012-05-04	9.10	A
USGS	414525074360601	2012-05-05	8.96	A
USGS	414525074360601	2012-05-06	8.99	A
USGS	414525074360601	2012-05-07	9.06	A
USGS	414525074360601	2012-05-08	9.04	A
USGS	414525074360601	2012-05-09	8.45	A
USGS	414525074360601	2012-05-10	8.09	A
USGS	414525074360601	2012-05-11	8.01	A
USGS	414525074360601	2012-05-12	8.12	A
USGS	414525074360601	2012-05-13	8.30	A
USGS	414525074360601	2012-05-14	8.46	A
USGS	414525074360601	2012-05-15	8.33	A
USGS	414525074360601	2012-05-16	7.86	A
USGS	414525074360601	2012-05-17	7.67	A
USGS	414525074360601	2012-05-18	7.70	A
USGS	414525074360601	2012-05-19	7.88	A
USGS	414525074360601	2012-05-20	8.10	A
USGS	414525074360601	2012-05-21	8.28	A
USGS	414525074360601	2012-05-22	8.02	A
USGS	414525074360601	2012-05-23	7.76	A
USGS	414525074360601	2012-05-24	7.55	A
USGS	414525074360601	2012-05-25	7.41	A
USGS	414525074360601	2012-05-26	7.40	A
USGS	414525074360601	2012-05-27	7.50	A
USGS	414525074360601	2012-05-28	7.64	A
USGS	414525074360601	2012-05-29	7.80	A
USGS	414525074360601	2012-05-30	7.82	A
USGS	414525074360601	2012-05-31	7.88	A
USGS	414525074360601	2012-06-01	8.03	A
USGS	414525074360601	2012-06-02	8.06	A
USGS	414525074360601	2012-06-03	8.01	A
USGS	414525074360601	2012-06-04	8.01	A
USGS	414525074360601	2012-06-05	7.82	A
USGS	414525074360601	2012-06-06	7.83	A
USGS	414525074360601	2012-06-07	7.93	A
USGS	414525074360601	2012-06-08	8.06	A
USGS	414525074360601	2012-06-09	8.22	A
USGS	414525074360601	2012-06-10	8.36	A
USGS	414525074360601	2012-06-11	8.46	A
USGS	414525074360601	2012-06-12	8.53	A
USGS	414525074360601	2012-06-13	8.27	A
USGS	414525074360601	2012-06-14	8.10	A
USGS	414525074360601	2012-06-15	8.20	A
USGS	414525074360601	2012-06-16	8.35	A
USGS	414525074360601	2012-06-17	8.48	A
USGS	414525074360601	2012-06-18	8.61	A
USGS	414525074360601	2012-06-19	8.72	A
USGS	414525074360601	2012-06-20	8.82	A
USGS	414525074360601	2012-06-21	8.92	A
USGS	414525074360601	2012-06-22	9.04	A
USGS	414525074360601	2012-06-23	9.15	A
USGS	414525074360601	2012-06-24	9.26	A
USGS	414525074360601	2012-06-25	9.34	A
USGS	414525074360601	2012-06-26	9.42	A
USGS	414525074360601	2012-06-27	9.50	A
USGS	414525074360601	2012-06-28	9.57	A
USGS	414525074360601	2012-06-29	9.63	A
USGS	414525074360601	2012-06-30	9.70	A
USGS	414525074360601	2012-07-01	9.76	A
USGS	414525074360601	2012-07-02	9.82	A
USGS	414525074360601	2012-07-03	9.87	A
USGS	414525074360601	2012-07-04	9.93	A
USGS	414525074360601	2012-07-05	9.98	A
USGS	414525074360601	2012-07-06	10.03	A
USGS	414525074360601	2012-07-07	10.07	A
USGS	414525074360601	2012-07-08	10.12	A
USGS	414525074360601	2012-07-09	10.15	A
USGS	414525074360601	2012-07-10	10.19	A
USGS	414525074360601	2012-07-11	10.22	A
USGS	414525074360601	2012-07-12	10.26	A
USGS	414525074360601	2012-07-13	10.29	A
USGS	414525074360601	2012-07-14	10.32	A
USGS	414525074360601	2012-07-15	10.35	A
USGS	414525074360601	2012-07-16	10.37	A
USGS	414525074360601	2012-07-17	10.38	A
USGS	414525074360601	2012-07-18	10.40	A
USGS	414525074360601	2012-07-19	10.42	A
USGS	414525074360601	2012-07-20	10.45	A
USGS	414525074360601	2012-07-21	10.46	A
USGS	414525074360601	2012-07-22	10.47	A
USGS	414525074360601	2012-07-23	10.47	A
USGS	414525074360601	2012-07-24	10.48	A
USGS	414525074360601	2012-07-25	10.48	A
USGS	414525074360601	2012-07-26	10.47	A
USGS	414525074360601	2012-07-27	10.29	A
USGS	414525074360601	2012-07-28	10.21	A
USGS	414525074360601	2012-07-29	10.16	A
USGS	414525074360601	2012-07-30	10.05	A
USGS	414525074360601	2012-07-31	10.02	A
USGS	414525074360601	2012-08-01	10.04	A
USGS	414525074360601	2012-08-02	10.11	A
USGS	414525074360601	2012-08-03	10.18	A
USGS	414525074360601	2012-08-04	10.23	A
USGS	414525074360601	2012-08-05	10.27	A
USGS	414525074360601	2012-08-06	10.31	A
USGS	414525074360601	2012-08-07	10.33	A
USGS	414525074360601	2012-08-08	10.36	A
USGS	414525074360601	2012-08-09	10.36	A
USGS	414525074360601	2012-08-10	10.16	A
USGS	414525074360601	2012-08-11	10.07	A
USGS	414525074360601	2012-08-12	10.06	A
USGS	414525074360601	2012-08-13	10.11	A
USGS	414525074360601	2012-08-14	10.18	A
USGS	414525074360601	2012-08-15	10.16	A
USGS	414525074360601	2012-08-16	10.07	A
USGS	414525074360601	2012-08-17	10.06	A
USGS	414525074360601	2012-08-18	10.09	A
USGS	414525074360601	2012-08-19	10.13	A
USGS	414525074360601	2012-08-20	10.19	A
USGS	414525074360601	2012-08-21	10.23	A
USGS	414525074360601	2012-08-22	10.26	A
USGS	414525074360601	2012-08-23	10.29	A
USGS	414525074360601	2012-08-24	10.33	A
USGS	414525074360601	2012-08-25	10.36	A
USGS	414525074360601	2012-08-26	10.38	A
USGS	414525074360601	2012-08-27	10.40	A
USGS	414525074360601	2012-08-28	10.42	A
USGS	414525074360601	2012-08-29	10.45	A
USGS	414525074360601	2012-08-30	10.47	A
USGS	414525074360601	2012-08-31	10.49	A
USGS	414525074360601	2012-09-01	10.51	A
USGS	414525074360601	2012-09-02	10.53	A
USGS	414525074360601	2012-09-03	10.56	A
USGS	414525074360601	2012-09-04	10.58	A
USGS	414525074360601	2012-09-05	10.56	A
USGS	414525074360601	2012-09-06	10.50	A
USGS	414525074360601	2012-09-07	10.49	A
USGS	414525074360601	2012-09-08	10.50	A
USGS	414525074360601	2012-09-09	10.48	A
USGS	414525074360601	2012-09-10	10.47	A
USGS	414525074360601	2012-09-11	10.49	A
USGS	414525074360601	2012-09-12	10.51	A
USGS	414525074360601	2012-09-13	10.53	A
USGS	414525074360601	2012-09-14	10.56	A
USGS	414525074360601	2012-09-15	10.58	A
USGS	414525074360601	2012-09-16	10.60	A
USGS	414525074360601	2012-09-17	10.62	A
USGS	414525074360601	2012-09-18	10.54	A
USGS	414525074360601	2012-09-19	9.48	A
USGS	414525074360601	2012-09-20	8.89	A
USGS	414525074360601	2012-09-21	8.86	A
USGS	414525074360601	2012-09-22	8.96	A
USGS	414525074360601	2012-09-23	9.02	A
USGS	414525074360601	2012-09-24	9.08	A
USGS	414525074360601	2012-09-25	9.18	A
USGS	414525074360601	2012-09-26	9.27	A
USGS	414525074360601	2012-09-27	9.36	A
USGS	414525074360601	2012-09-28	9.37	A
USGS	414525074360601	2012-09-29	9.00	A
USGS	414525074360601	2012-09-30	8.82	A
USGS	414525074360601	2012-10-01	8.86	A
USGS	414525074360601	2012-10-02	8.96	A
USGS	414525074360601	2012-10-03	8.95	A
USGS	414525074360601	2012-10-04	8.97	A
USGS	414525074360601	2012-10-05	9.01	A
USGS	414525074360601	2012-10-06	9.07	A
USGS	414525074360601	2012-10-07	9.16	A
USGS	414525074360601	2012-10-08	9.24	A
USGS	414525074360601	2012-10-09	9.30	A
USGS	414525074360601	2012-10-10	9.35	A
USGS	414525074360601	2012-10-11	9.37	A
USGS	414525074360601	2012-10-12	9.43	A
USGS	414525074360601	2012-10-13	9.50	A
USGS	414525074360601	2012-10-14	9.55	A
USGS	414525074360601	2012-10-15	9.60	A
USGS	414525074360601	2012-10-16	9.64	A
USGS	414525074360601	2012-10-17	9.68	A
USGS	414525074360601	2012-10-18	9.72	A
USGS	414525074360601	2012-10-19	9.42	A
USGS	414525074360601	2012-10-20	8.25	A
USGS	414525074360601	2012-10-21	7.76	A
USGS	414525074360601	2012-10-22	7.67	A
USGS	414525074360601	2012-10-23	7.80	A
USGS	414525074360601	2012-10-24	7.86	A
USGS	414525074360601	2012-10-25	7.84	A
USGS	414525074360601	2012-10-26	7.87	A
USGS	414525074360601	2012-10-27	7.96	A
USGS	414525074360601	2012-10-28	8.09	A
USGS	414525074360601	2012-10-29	8.20	A
USGS	414525074360601	2012-10-30	8.15	A
USGS	414525074360601	2012-10-31	7.76	A
USGS	414525074360601	2012-11-01	7.45	A
USGS	414525074360601	2012-11-02	7.37	A
USGS	414525074360601	2012-11-03	7.49	A
USGS	414525074360601	2012-11-04	7.66	A
USGS	414525074360601	2012-11-05	7.84	A
USGS	414525074360601	2012-11-06	8.01	A
USGS	414525074360601	2012-11-07	8.15	A
USGS	414525074360601	2012-11-08	8.29	A
USGS	414525074360601	2012-11-09	8.43	A
USGS	414525074360601	2012-11-10	8.56	A
USGS	414525074360601	2012-11-11	8.68	A
USGS	414525074360601	2012-11-12	8.79	A
USGS	414525074360601	2012-11-13	8.82	A
USGS	414525074360601	2012-11-14	8.66	A
USGS	414525074360601	2012-11-15	8.61	A
USGS	414525074360601	2012-11-16	8.69	A
USGS	414525074360601	2012-11-17	8.79	A
USGS	414525074360601	2012-11-18	8.87	A
USGS	414525074360601	2012-11-19	8.93	A
USGS	414525074360601	2012-11-20	8.99	A
USGS	414525074360601	2012-11-21	9.05	A
USGS	414525074360601	2012-11-22	9.11	A
USGS	414525074360601	2012-11-23	9.17	A
USGS	414525074360601	2012-11-24	9.22	A
USGS	414525074360601	2012-11-25	9.28	A
USGS	414525074360601	2012-11-26	9.33	A
USGS	414525074360601	2012-11-27	9.38	A
USGS	414525074360601	2012-11-28	9.42	A
USGS	414525074360601	2012-11-29	9.46	A
USGS	414525074360601	2012-11-30	9.51	A
USGS	414525074360601	2012-12-01	9.55	A
USGS	414525074360601	2012-12-02	9.57	A
USGS	414525074360601	2012-12-03	9.60	A
USGS	414525074360601	2012-12-04	9.61	A
USGS	414525074360601	2012-12-05	9.62	A
USGS	414525074360601	2012-12-06	9.66	A
USGS	414525074360601	2012-12-07	9.71	A
USGS	414525074360601	2012-12-08	9.75	A
USGS	414525074360601	2012-12-09	9.74	A
USGS	414525074360601	2012-12-10	9.73	A
USGS	414525074360601	2012-12-11	9.71	A
USGS	414525074360601	2012-12-12	9.69	A
USGS	414525074360601	2012-12-13	9.70	A
USGS	414525074360601	2012-12-14	9.73	A
USGS	414525074360601	2012-12-15	9.77	A
USGS	414525074360601	2012-12-16	9.81	A
USGS	414525074360601	2012-12-17	9.80	A
USGS	414525074360601	2012-12-18	9.64	A
USGS	414525074360601	2012-12-19	9.30	A
USGS	414525074360601	2012-12-20	9.03	A
USGS	414525074360601	2012-12-21	8.03	A
USGS	414525074360601	2012-12-22	6.65	A
USGS	414525074360601	2012-12-23	6.69	A
USGS	414525074360601	2012-12-24	6.83	A
USGS	414525074360601	2012-12-25	6.97	A
USGS	414525074360601	2012-12-26	7.11	A
USGS	414525074360601	2012-12-27	7.26	A
USGS	414525074360601	2012-12-28	7.49	A
USGS	414525074360601	2012-12-29	7.66	A
USGS	414525074360601	2012-12-30	7.87	A
USGS	414525074360601	2012-12-31	8.04	A
USGS	414525074360601	2013-01-01	8.19	A
USGS	414525074360601	2013-01-02	8.32	A
USGS	414525074360601	2013-01-03	8.45	A
USGS	414525074360601	2013-01-04	8.56	A
USGS	414525074360601	2013-01-05	8.68	A
USGS	414525074360601	2013-01-06	8.76	A
USGS	414525074360601	2013-01-07	8.86	A
USGS	414525074360601	2013-01-08	8.94	A
USGS	414525074360601	2013-01-09	9.01	A
USGS	414525074360601	2013-01-10	9.09	A
USGS	414525074360601	2013-01-11	9.14	A
USGS	414525074360601	2013-01-12	9.17	A
USGS	414525074360601	2013-01-13	9.08	A
USGS	414525074360601	2013-01-14	8.91	A
USGS	414525074360601	2013-01-15	8.62	A
USGS	414525074360601	2013-01-16	8.39	A
USGS	414525074360601	2013-01-17	8.33	A
USGS	414525074360601	2013-01-18	8.36	A
USGS	414525074360601	2013-01-19	8.43	A
USGS	414525074360601	2013-01-20	8.51	A
USGS	414525074360601	2013-01-21	8.60	A
USGS	414525074360601	2013-01-22	8.70	A
USGS	414525074360601	2013-01-23	8.81	A
USGS	414525074360601	2013-01-24	8.91	A
USGS	414525074360601	2013-01-25	9.00	A
USGS	414525074360601	2013-01-26	9.08	A
USGS	414525074360601	2013-01-27	9.17	A
USGS	414525074360601	2013-01-28	9.23	A
USGS	414525074360601	2013-01-29	9.29	A
USGS	414525074360601	2013-01-30	9.29	A
USGS	414525074360601	2013-01-31	8.85	A
USGS	414525074360601	2013-02-01	8.38	A
USGS	414525074360601	2013-02-02	8.24	A
USGS	414525074360601	2013-02-03	8.23	A
USGS	414525074360601	2013-02-04	8.31	A
USGS	414525074360601	2013-02-05	8.39	A
USGS	414525074360601	2013-02-06	8.49	A
USGS	414525074360601	2013-02-07	8.58	A
USGS	414525074360601	2013-02-08	8.65	A
USGS	414525074360601	2013-02-09	8.76	A
USGS	414525074360601	2013-02-10	8.86	A
USGS	414525074360601	2013-02-11	8.91	A
USGS	414525074360601	2013-02-12	8.95	A
USGS	414525074360601	2013-02-13	8.98	A
USGS	414525074360601	2013-02-14	9.00	A
USGS	414525074360601	2013-02-15	8.99	A
USGS	414525074360601	2013-02-16	8.93	A
USGS	414525074360601	2013-02-17	8.94	A
USGS	414525074360601	2013-02-18	9.05	A
USGS	414525074360601	2013-02-19	9.10	A
USGS	414525074360601	2013-02-20	9.18	A
USGS	414525074360601	2013-02-21	9.26	A
USGS	414525074360601	2013-02-22	9.33	A
USGS	414525074360601	2013-02-23	9.39	A
USGS	414525074360601	2013-02-24	9.44	A
USGS	414525074360601	2013-02-25	9.46	A
USGS	414525074360601	2013-02-26	9.50	A
USGS	414525074360601	2013-02-27	9.44	A
USGS	414525074360601	2013-02-28	8.99	A
USGS	414525074360601	2013-03-01	8.67	A
USGS	414525074360601	2013-03-02	8.54	A
USGS	414525074360601	2013-03-03	8.50	A
USGS	414525074360601	2013-03-04	8.56	A
USGS	414525074360601	2013-03-05	8.67	A
USGS	414525074360601	2013-03-06	8.73	A
USGS	414525074360601	2013-03-07	8.82	A
USGS	414525074360601	2013-03-08	8.90	A
USGS	414525074360601	2013-03-09	8.97	A
USGS	414525074360601	2013-03-10	8.90	A
USGS	414525074360601	2013-03-11	8.83	A
USGS	414525074360601	2013-03-12	8.63	A
USGS	414525074360601	2013-03-13	7.70	A
USGS	414525074360601	2013-03-14	7.35	A
USGS	414525074360601	2013-03-15	7.34	A
USGS	414525074360601	2013-03-16	7.46	A
USGS	414525074360601	2013-03-17	7.64	A
USGS	414525074360601	2013-03-18	7.83	A
USGS	414525074360601	2013-03-19	8.02	A
USGS	414525074360601	2013-03-20	8.20	A
USGS	414525074360601	2013-03-21	8.35	A
USGS	414525074360601	2013-03-22	8.50	A
USGS	414525074360601	2013-03-23	8.64	A
USGS	414525074360601	2013-03-24	8.74	A
USGS	414525074360601	2013-03-25	8.77	A
USGS	414525074360601	2013-03-26	8.81	A
USGS	414525074360601	2013-03-27	8.83	A
USGS	414525074360601	2013-03-28	8.87	A
USGS	414525074360601	2013-03-29	8.92	A
USGS	414525074360601	2013-03-30	8.99	A
USGS	414525074360601	2013-03-31	9.03	A
USGS	414525074360601	2013-04-01	8.93	A
USGS	414525074360601	2013-04-02	8.87	A
USGS	414525074360601	2013-04-03	8.91	A
USGS	414525074360601	2013-04-04	8.97	A
USGS	414525074360601	2013-04-05	9.01	A
USGS	414525074360601	2013-04-06	9.09	A
USGS	414525074360601	2013-04-07	9.14	A
USGS	414525074360601	2013-04-08	9.20	A
USGS	414525074360601	2013-04-09	9.25	A
USGS	414525074360601	2013-04-10	9.29	A
USGS	414525074360601	2013-04-11	9.25	A
USGS	414525074360601	2013-04-12	9.17	A
USGS	414525074360601	2013-04-13	8.91	A
USGS	414525074360601	2013-04-14	8.78	A
USGS	414525074360601	2013-04-15	8.77	A
USGS	414525074360601	2013-04-16	8.81	A
USGS	414525074360601	2013-04-17	8.86	A
USGS	414525074360601	2013-04-18	8.94	A
USGS	414525074360601	2013-04-19	8.99	A
USGS	414525074360601	2013-04-20	8.81	A
USGS	414525074360601	2013-04-21	8.58	A
USGS	414525074360601	2013-04-22	8.55	A
USGS	414525074360601	2013-04-23	8.60	A
USGS	414525074360601	2013-04-24	8.66	A
USGS	414525074360601	2013-04-25	8.77	A
USGS	414525074360601	2013-04-26	8.86	A
USGS	414525074360601	2013-04-27	8.94	A
USGS	414525074360601	2013-04-28	9.03	A
USGS	414525074360601	2013-04-29	9.10	A
USGS	414525074360601	2013-04-30	9.13	A
USGS	414525074360601	2013-05-01	9.16	A
USGS	414525074360601	2013-05-02	9.20	A
USGS	414525074360601	2013-05-03	9.26	A
USGS	414525074360601	2013-05-04	9.33	A
USGS	414525074360601	2013-05-05	9.39	A
USGS	414525074360601	2013-05-06	9.46	A
USGS	414525074360601	2013-05-07	9.52	A
USGS	414525074360601	2013-05-08	9.55	A
USGS	414525074360601	2013-05-09	9.35	A
USGS	414525074360601	2013-05-10	9.23	A
USGS	414525074360601	2013-05-11	9.20	A
USGS	414525074360601	2013-05-12	9.11	A
USGS	414525074360601	2013-05-13	9.09	A
USGS	414525074360601	2013-05-14	9.14	A
USGS	414525074360601	2013-05-15	9.21	A
USGS	414525074360601	2013-05-16	9.29	A
USGS	414525074360601	2013-05-17	9.37	A
USGS	414525074360601	2013-05-18	9.45	A
USGS	414525074360601	2013-05-19	9.52	A
USGS	414525074360601	2013-05-20	9.56	A
USGS	414525074360601	2013-05-21	9.61	A
USGS	414525074360601	2013-05-22	9.66	A
USGS	414525074360601	2013-05-23	9.69	A
USGS	414525074360601	2013-05-24	9.61	A
USGS	414525074360601	2013-05-25	9.45	A
USGS	414525074360601	2013-05-26	9.36	A
USGS	414525074360601	2013-05-27	9.33	A
USGS	414525074360601	2013-05-28	9.37	A
USGS	414525074360601	2013-05-29	9.35	A
USGS	414525074360601	2013-05-30	9.32	A
USGS	414525074360601	2013-05-31	9.33	A
USGS	414525074360601	2013-06-01	9.39	A
USGS	414525074360601	2013-06-02	9.46	A
USGS	414525074360601	2013-06-03	9.53	A
USGS	414525074360601	2013-06-04	9.58	A
USGS	414525074360601	2013-06-05	9.64	A
USGS	414525074360601	2013-06-06	9.68	A
USGS	414525074360601	2013-06-07	9.67	A
USGS	414525074360601	2013-06-08	9.37	A
USGS	414525074360601	2013-06-09	9.03	A
USGS	414525074360601	2013-06-10	8.92	A
USGS	414525074360601	2013-06-11	7.81	A
USGS	414525074360601	2013-06-12	6.85	A
USGS	414525074360601	2013-06-13	6.52	A
USGS	414525074360601	2013-06-14	5.58	A
USGS	414525074360601	2013-06-15	5.21	A
USGS	414525074360601	2013-06-16	5.33	A
USGS	414525074360601	2013-06-17	5.54	A
USGS	414525074360601	2013-06-18	5.77	A
USGS	414525074360601	2013-06-19	6.03	A
USGS	414525074360601	2013-06-20	6.38	A
USGS	414525074360601	2013-06-21	6.74	A
USGS	414525074360601	2013-06-22	7.07	A
USGS	414525074360601	2013-06-23	7.38	A
USGS	414525074360601	2013-06-24	7.67	A
USGS	414525074360601	2013-06-25	7.92	A
USGS	414525074360601	2013-06-26	8.14	A
USGS	414525074360601	2013-06-27	8.36	A
USGS	414525074360601	2013-06-28	8.39	A
USGS	414525074360601	2013-06-29	8.37	A
USGS	414525074360601	2013-06-30	8.40	A
USGS	414525074360601	2013-07-01	7.26	A
USGS	414525074360601	2013-07-02	5.63	A
USGS	414525074360601	2013-07-03	5.51	A
USGS	414525074360601	2013-07-04	5.76	A
USGS	414525074360601	2013-07-05	5.98	A
USGS	414525074360601	2013-07-06	6.23	A
USGS	414525074360601	2013-07-07	6.58	A
USGS	414525074360601	2013-07-08	6.97	A
USGS	414525074360601	2013-07-09	7.32	A
USGS	414525074360601	2013-07-10	7.61	A
USGS	414525074360601	2013-07-11	7.87	A
USGS	414525074360601	2013-07-12	8.15	A
USGS	414525074360601	2013-07-13	8.38	A
USGS	414525074360601	2013-07-14		
USGS	414525074360601	2013-07-15		
USGS	414525074360601	2013-07-16		
USGS	414525074360601	2013-07-17	9.01	A
USGS	414525074360601	2013-07-18	9.14	A
USGS	414525074360601	2013-07-19	9.26	A
USGS	414525074360601	2013-07-20	9.37	A
USGS	414525074360601	2013-07-21	9.48	A
USGS	414525074360601	2013-07-22	9.57	A
USGS	414525074360601	2013-07-23	9.65	A
USGS	414525074360601	2013-07-24	9.72	A
USGS	414525074360601	2013-07-25	9.78	A
USGS	414525074360601	2013-07-26	9.84	A
USGS	414525074360601	2013-07-27	9.90	A
USGS	414525074360601	2013-07-28	9.95	A
USGS	414525074360601	2013-07-29	9.99	A
USGS	414525074360601	2013-07-30	10.04	A
USGS	414525074360601	2013-07-31	10.08	A
USGS	414525074360601	2013-08-01	10.12	A
USGS	414525074360601	2013-08-02	10.16	A
USGS	414525074360601	2013-08-03	10.19	A
USGS	414525074360601	2013-08-04	10.22	A
USGS	414525074360601	2013-08-05	10.26	A
USGS	414525074360601	2013-08-06	10.29	A
USGS	414525074360601	2013-08-07	10.31	A
USGS	414525074360601	2013-08-08	10.34	A
USGS	414525074360601	2013-08-09	10.18	A
USGS	414525074360601	2013-08-10	9.63	A
USGS	414525074360601	2013-08-11	9.51	A
USGS	414525074360601	2013-08-12	9.58	A
USGS	414525074360601	2013-08-13	9.69	A
USGS	414525074360601	2013-08-14	9.74	A
USGS	414525074360601	2013-08-15	9.81	A
USGS	414525074360601	2013-08-16	9.89	A
USGS	414525074360601	2013-08-17	9.96	A
USGS	414525074360601	2013-08-18	10.01	A
USGS	414525074360601	2013-08-19	10.05	A
USGS	414525074360601	2013-08-20	10.10	A
USGS	414525074360601	2013-08-21	10.13	A
USGS	414525074360601	2013-08-22	10.17	A
USGS	414525074360601	2013-08-23	10.20	A
USGS	414525074360601	2013-08-24	10.24	A
USGS	414525074360601	2013-08-25	10.28	A
USGS	414525074360601	2013-08-26	10.31	A
USGS	414525074360601	2013-08-27	10.33	A
USGS	414525074360601	2013-08-28	10.30	A
USGS	414525074360601	2013-08-29	9.94	A
USGS	414525074360601	2013-08-30	9.78	A
USGS	414525074360601	2013-08-31	9.79	A
USGS	414525074360601	2013-09-01	9.78	A
USGS	414525074360601	2013-09-02	9.68	A
USGS	414525074360601	2013-09-03	9.23	A
USGS	414525074360601	2013-09-04	8.78	A
USGS	414525074360601	2013-09-05	8.77	A
USGS	414525074360601	2013-09-06	8.91	A
USGS	414525074360601	2013-09-07	9.03	A
USGS	414525074360601	2013-09-08	9.14	A
USGS	414525074360601	2013-09-09	9.25	A
USGS	414525074360601	2013-09-10	9.35	A
USGS	414525074360601	2013-09-11	9.44	A
USGS	414525074360601	2013-09-12	9.51	A
USGS	414525074360601	2013-09-13	9.54	A
USGS	414525074360601	2013-09-14	9.58	A
USGS	414525074360601	2013-09-15	9.65	A
USGS	414525074360601	2013-09-16	9.72	A
USGS	414525074360601	2013-09-17	9.80	A
USGS	414525074360601	2013-09-18	9.85	A
USGS	414525074360601	2013-09-19	9.90	A
USGS	414525074360601	2013-09-20	9.96	A
USGS	414525074360601	2013-09-21	10.00	A
USGS	414525074360601	2013-09-22	10.04	A
USGS	414525074360601	2013-09-23	10.08	A
USGS	414525074360601	2013-09-24	10.11	A
USGS	414525074360601	2013-09-25	10.14	A
USGS	414525074360601	2013-09-26	10.18	A
USGS	414525074360601	2013-09-27	10.21	A
USGS	414525074360601	2013-09-28	10.24	A
USGS	414525074360601	2013-09-29	10.26	A
USGS	414525074360601	2013-09-30	10.29	A
USGS	414525074360601	2013-10-01	10.31	A
USGS	414525074360601	2013-10-02	10.34	A
